qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,13.451,NA,4.3020000000000005,2.33,NA,14,344,26.25,90.3,13.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-21
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,13.466000000000001,NA,4.032,2.214,NA,14,363,25.289256198347104,91.8,13.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-23
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,12.209000000000001,NA,4.138000000000001,2.347,NA,14,309,24.336569579288025,75.2,11.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-25
23-A-1737489,Ames,Ames,0,High,225,LC2330,5,53,40,1737489,S8324,10.883000000000001,NA,3.497,2.097,NA,14,284,18.204225352112676,51.7,8.3,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737489-26
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,12.883000000000003,NA,2.7600000000000002,2.527,NA,18,56,21.964285714285715,12.3,20.9,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737490-26
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,14.664,NA,4.36,2.8390000000000004,NA,18,344,24.50581395348837,84.3,28.3,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737490-22
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,12.106000000000002,NA,4.069,2.874,NA,16,82,32.6829268292683,26.8,26.8,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737490-23
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,13.787,NA,3.626,2.744,NA,16,99,32.72727272727273,32.4,22.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737490-24
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,NA,NA,4.151,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737490-21
23-A-1737490,Ames,Ames,0,High,225,LC2330,5,45,38,1737490,LH1,13.333000000000002,NA,3.158,2.282,NA,14,27,25.185185185185183,6.8,24.7,NA,NA,x-collect;Sweetcorn;Seed missing on both sides at widest point of ear,2023,2023 Ames,2023 Ames High,23-A-1737490-25
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-26
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-25
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-22
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-23
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-24
23-A-1737492,Ames,Ames,0,High,225,LC2330,5,49,16,1737492,A6,NA,NA,3.2380000000000004,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737492-21
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-26
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-23
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-24
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-25
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-21
23-A-1737493,Ames,Ames,0,High,225,LC2330,5,53,31,1737493,CML61,NA,NA,3.3310000000000004,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737493-22
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,15.567,NA,4.265,2.799,NA,10,138,36.739130434782616,50.7,24.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-22
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,15.731000000000002,NA,4.242,2.689,NA,10,315,27.65079365079365,87.1,17.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-21
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,14.228000000000002,NA,4.433,2.744,NA,12,293,30.955631399317408,90.7,18,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-26
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,14.102000000000002,NA,4.266,2.5250000000000004,NA,12,331,26.042296072507554,86.2,13.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-24
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,NA,NA,4.353000000000001,NA,NA,12,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-23
23-A-1737494,Ames,Ames,0,High,225,LC2330,5,48,19,1737494,CML157Q,14.963999999999999,NA,4.533,2.7910000000000004,NA,14,359,26.016713091922007,93.4,16.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737494-25
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-22
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-23
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,11.513,NA,3.136,2.629,NA,12,35,21.428571428571427,7.5,11.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-25
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,14.600000000000001,NA,3.236,2.4350000000000005,NA,12,173,21.38728323699422,37,16.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-21
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,NA,NA,3.6,NA,NA,12,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-26
23-A-1737495,Ames,Ames,0,High,225,LC2330,5,48,8,1737495,KUI44,12.904,NA,3.6350000000000002,2.604,NA,14,181,16.685082872928174,30.2,16.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737495-24
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,13.475000000000001,NA,4.601,2.8710000000000004,NA,18,326,26.840490797546014,87.5,18.1,NA,NA,Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Ames,2023 Ames High,23-A-1737496-22
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,17.555000000000003,NA,4.5520000000000005,2.8760000000000003,NA,18,358,30.418994413407823,108.9,25.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737496-21
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,11.392000000000001,NA,3.726,2.5860000000000003,NA,16,74,23.64864864864865,17.5,13.4,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length,2023,2023 Ames,2023 Ames High,23-A-1737496-26
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,10.925,NA,4.0040000000000004,2.7670000000000003,NA,16,135,30.592592592592588,41.3,14.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737496-25
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,NA,NA,4.175,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737496-23
23-A-1737496,Ames,Ames,0,High,225,LC2330,5,52,18,1737496,TZI9,14.432,NA,4.127000000000001,2.4320000000000004,NA,14,219,30,65.7,17,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737496-24
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,12.168000000000001,NA,3.858,2.531,NA,14,257,24.669260700389103,63.4,10.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-22
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,8.892000000000001,NA,3.2990000000000004,1.813,NA,14,194,19.84536082474227,38.5,5.2,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-23
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,9.548,NA,3.608,1.9960000000000002,NA,14,113,25.30973451327434,28.6,7.7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-24
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,8.009,NA,3.54,2.172,NA,14,57,22.982456140350877,13.1,7.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-26
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,NA,NA,3.672,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-25
23-A-1737497,Ames,Ames,0,High,225,LC2330,5,45,39,1737497,W117HT,11.786000000000001,NA,3.8600000000000003,2.057,NA,12,257,28.443579766536963,73.1,9.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737497-21
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,21.607,NA,3.416,2.498,NA,16,59,30.84745762711864,18.2,20.7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-22
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,18.180000000000003,NA,3.323,2.291,NA,16,144,30.763888888888886,44.3,19.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-23
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,21.239,NA,3.569,1.9460000000000002,NA,16,189,27.77777777777778,52.5,20.4,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-21
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,16.465,NA,3.138,1.907,NA,14,63,29.04761904761905,18.3,11,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-24
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,12.8,NA,2.9190000000000005,2.225,NA,14,73,31.232876712328768,22.8,12.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-25
23-A-1737498,Ames,Ames,0,High,225,LC2330,5,53,12,1737498,VAW6,15.789,NA,3.508,2.055,NA,14,147,24.013605442176868,35.3,10.8,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737498-26
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,NA,NA,3.333,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-24
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,9.936,NA,3.6560000000000006,2.4030000000000005,NA,14,201,21.442786069651742,43.1,8.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-25
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,10.162,NA,3.283,2.158,NA,14,168,17.38095238095238,29.2,6.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-26
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,10.506,NA,3.7560000000000002,2.371,NA,16,206,22.330097087378643,46,8.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-23
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,10.612000000000002,NA,3.7119999999999997,2.5820000000000003,NA,16,210,19.80952380952381,41.6,8.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-21
23-A-1737499,Ames,Ames,0,High,225,LC2330,5,49,19,1737499,A641,10.016,NA,3.701,2.4410000000000003,NA,16,232,18.879310344827584,43.8,6.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737499-22
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,12.365000000000002,NA,3.6790000000000003,2.478,NA,16,320,17.75,56.8,12.9,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-25
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,NA,NA,3.669,NA,NA,16,320,14.4375,46.2,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-26
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,NA,NA,3.657,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-24
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,14.164,NA,3.6479999999999997,2.3640000000000003,NA,14,262,21.03053435114504,55.1,14.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-23
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,13.252000000000002,NA,3.761,2.2510000000000003,NA,14,327,18.623853211009173,60.9,13.7,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-22
23-A-1737500,Ames,Ames,0,High,225,LC2330,5,52,40,1737500,A556,13.559000000000001,NA,3.7950000000000004,2.4010000000000002,NA,12,312,21.73076923076923,67.8,16,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737500-21
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,16.178,NA,3.7380000000000004,2.5170000000000003,NA,12,147,29.455782312925166,43.3,21.6,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-22
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,16.697,NA,3.9380000000000006,2.741,NA,12,379,19.419525065963057,73.6,20.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-21
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,17.143,NA,4.331,2.779,NA,14,309,26.051779935275082,80.5,26,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-26
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,16.238,NA,3.6350000000000002,2.801,NA,14,397,15.516372795969774,61.6,18.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-23
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,NA,NA,3.85,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-25
23-A-1737501,Ames,Ames,0,High,225,LC2330,5,47,7,1737501,MS1334,17.837,NA,4.221,2.781,NA,14,364,24.725274725274726,90,27.1,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737501-24
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,13.409,NA,3.6770000000000005,2.346,NA,14,283,16.46643109540636,46.6,8.6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737502-26
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,16.585,NA,3.66,2.503,NA,16,343,15.685131195335275,53.8,11.2,NA,NA,x -set aside;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Ames,2023 Ames High,23-A-1737502-22
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,14.817,NA,3.6140000000000003,2.52,NA,16,309,16.375404530744337,50.6,8.5,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737502-24
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,NA,NA,3.4810000000000003,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737502-25
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,12.796,NA,3.4840000000000004,2.363,NA,16,297,14.814814814814813,44,7.8,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737502-23
23-A-1737502,Ames,Ames,0,High,225,LC2330,5,49,9,1737502,CMV3,10.233,NA,3.6840000000000006,2.323,NA,18,250,14.16,35.4,6,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737502-21
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,NA,NA,4.171,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-22
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,14.297,NA,3.7729999999999997,2.5620000000000003,NA,14,178,27.640449438202246,49.2,15.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-25
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,12.728000000000002,NA,3.769,2.619,NA,14,94,32.34042553191489,30.4,12.6,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-26
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,14.205000000000002,NA,3.9090000000000007,2.715,NA,14,177,32.31638418079096,57.2,15.5,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-24
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,13.005000000000003,NA,3.6240000000000006,2.358,NA,12,157,31.27388535031847,49.1,12.4,NA,NA,Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-21
23-A-1737503,Ames,Ames,0,High,225,LC2330,5,47,35,1737503,CML220,14.431000000000001,NA,3.9520000000000004,2.6910000000000003,NA,12,163,32.08588957055215,52.3,17.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737503-23
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-26
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-25
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,9.529000000000002,NA,3.2740000000000005,2.153,NA,8,66,40.75757575757575,26.9,7.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-21
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,NA,NA,3.3100000000000005,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-23
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,9.267000000000001,NA,3.44,2.23,NA,10,68,40.588235294117645,27.6,6.3,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-22
23-A-1737504,Ames,Ames,0,High,225,LC2330,5,51,31,1737504,I137TN,7.106999999999999,NA,2.9120000000000004,1.908,NA,10,31,34.516129032258064,10.7,3.8,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737504-24
23-A-1737505,Ames,Ames,0,High,225,LC2330,5,49,6,1737505,K148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737505-25
23-A-1737505,Ames,Ames,0,High,225,LC2330,5,49,6,1737505,K148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737505-24
23-A-1737505,Ames,Ames,0,High,225,LC2330,5,49,6,1737505,K148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737505-22
23-A-1737505,Ames,Ames,0,High,225,LC2330,5,49,6,1737505,K148,NA,NA,3.529,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737505-23
23-A-1737505,Ames,Ames,0,High,225,LC2330,5,49,6,1737505,K148,13.332,NA,3.326,2.2920000000000003,NA,12,79,20.759493670886073,16.4,16.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737505-21
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,8.912,NA,3.664,2.468,NA,14,45,37.55555555555555,16.9,7.7,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-25
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,10.257,NA,4.172,2.6660000000000004,NA,14,115,39.30434782608696,45.2,10,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-22
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,NA,NA,4.0840000000000005,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-21
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,10.097000000000001,NA,3.8590000000000004,2.712,NA,14,76,35.6578947368421,27.1,9.1,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-24
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,9.735,NA,3.343,2.4530000000000003,NA,12,53,30.566037735849054,16.2,6.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-26
23-A-1737506,Ames,Ames,0,High,225,LC2330,5,45,33,1737506,M162W,10.179000000000002,NA,4.035,2.352,NA,12,65,34,22.1,7.6,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737506-23
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-24
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-25
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-23
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-26
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-22
23-A-1737507,Ames,Ames,0,High,225,LC2330,5,51,19,1737507,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737507-21
23-A-1737508,Ames,Ames,0,High,225,LC2330,5,46,37,1737508,NC346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737508-26
23-A-1737508,Ames,Ames,0,High,225,LC2330,5,46,37,1737508,NC346,16.557,NA,3.353,2.443,NA,12,121,30.909090909090907,37.4,9.5,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737508-21
23-A-1737508,Ames,Ames,0,High,225,LC2330,5,46,37,1737508,NC346,17.615000000000002,NA,2.8260000000000005,2.381,NA,12,89,22.47191011235955,20,9.6,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737508-23
23-A-1737508,Ames,Ames,0,High,225,LC2330,5,46,37,1737508,NC346,15.885,NA,3.205,2.397,NA,12,126,27.857142857142858,35.1,9.2,NA,NA,x-collect;Sweetcorn,2023,2023 Ames,2023 Ames High,23-A-1737508-22
