qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
23-C-1733277,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,19,162,NC346,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,86,168,31000,12.43,NA,3.361,2.132,NA,15,47,34.89361702,16.4,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC346
23-C-1733278,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,32,298,NC348,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,93,175,33000,11.16933333,NA,3.215,2.018666667,NA,10,91.66666667,22.16055609,18.9,NA,9.166666667,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC348
23-C-1733279,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,29,261,NC298,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,107,188,33000,9.77525,NA,3.1412,1.88625,NA,10.4,128,27.87719546,36.075,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC298
23-C-1733280,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,3,7,M14,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,154,34000,16.3392,NA,3.915666667,2.2734,NA,17,451,20.37085417,91.96,NA,16.62,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,M14
23-C-1733281,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,15,121,VA102,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,73,173,32000,15.675,NA,3.787333333,2.346,NA,11,313,28.81297373,67.325,NA,26.66,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,Va102
23-C-1733282,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,16,138,WHITE VARIEGATED,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,71,147,33000,12.325,NA,3.597833333,2.249,NA,15.33333333,283,19.91625528,57.18,NA,9.98,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733283,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,7,50,WHITE VARIEGATED,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,143,33000,12.5902,NA,3.444666667,2.1122,NA,14,303,17.68084389,52.88,NA,8.24,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733284,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,36,336,WHITE VARIEGATED,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,160,32000,13.7384,NA,3.718166667,2.0994,NA,14.33333333,376.4,18.74644811,69.62,NA,9.58,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733285,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,39,370,WHITE VARIEGATED,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,101,186,33000,11.97966667,NA,3.38,2.211333333,NA,14,179.3333333,16.81071851,30.4,NA,11.23333333,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733286,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,20,174,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,91,189,32000,12.2932,NA,4.257,2.5532,NA,17.33333333,255.8,23.60086228,64.18,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733287,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,19,168,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,101,186,32000,13.2148,NA,4.5525,2.8096,NA,17.66666667,374,26.16784202,96.72,NA,25.82,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733288,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,20,171,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,104,197,32000,13.27,NA,4.7184,2.7965,NA,18.8,429,24.62416169,106.025,NA,25.275,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733289,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,15,127,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,32000,14.0914,NA,4.587666667,2.6218,NA,17,427.4,24.8025331,106.4,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733290,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,18,151,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,187,33000,12.7056,NA,4.5875,2.8,NA,17.66666667,268.6,28.48190258,77.18,NA,22.84,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733291,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,8,56,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,92,180,32000,12.8434,NA,4.483,2.7048,NA,17.33333333,352.6,26.016559,91.42,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733292,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,11,87,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,186,32000,12.995,NA,4.590666667,2.6894,NA,17.33333333,474.4,23.68455381,112.34,NA,22.34,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733293,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,4,15,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,92,182,32000,11.349,NA,3.5794,2.256,NA,14,92.75,15.86437508,15.25,NA,13.95,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733294,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,12,99,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,101,198,32000,13.594,NA,4.629333333,2.618,NA,17,394,26.38242226,103.38,NA,25.58,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733295,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,7,47,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,74,186,32000,13.176,NA,4.6075,2.658,NA,18,453.8,24.00992741,107.94,NA,24.44,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733296,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,9,67,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,88,192,33000,12.9034,NA,4.587666667,2.7134,NA,19,436.2,23.73542956,102.22,NA,22.54,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733297,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,28,4,19,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,110,186,33000,13.4432,NA,4.477666667,2.7544,NA,16.66666667,362.6,25.6684975,93.24,NA,25.28,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733298,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,7,44,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,96,188,34000,12.7402,NA,4.480333333,2.5464,NA,17,331.8,25.38890921,82.3,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733299,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,6,40,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,86,167,32000,13.82566667,NA,4.3835,2.747,NA,17.5,288,24.27579421,70.36666667,NA,27.46666667,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733300,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,10,74,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,88,177,32000,11.9472,NA,4.576666667,2.6058,NA,18.33333333,399.2,24.95064993,97.26,NA,21.56,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733301,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,7,46,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,77,178,32000,12.737,NA,4.5414,2.56275,NA,16.8,341.5,26.94803824,91.575,NA,21.95,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733302,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,27,246,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,33000,13.778,NA,4.6335,2.7502,NA,17,381,26.11307029,99.1,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733303,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,34,311,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,30000,12.4992,NA,4.465,2.7788,NA,17,365.4,24.28168188,86.9,NA,21.26,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733304,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,26,234,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,182,31000,13.7556,NA,4.482,2.638,NA,17,428.8,24.78879226,104.58,NA,25.24,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733305,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,35,323,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,193,34000,12.52525,NA,4.4478,2.60475,NA,17.6,345.5,25.5389246,87.45,NA,18.925,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733306,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,37,345,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,99,189,31000,14.0958,NA,4.759666667,2.663,NA,16.66666667,444.8,25.5332486,112.62,NA,26.28,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733307,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,32,295,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,82,183,32000,13.746,NA,4.561333333,2.7632,NA,17,441.2,25.00778445,109.92,NA,24.72,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733308,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,35,31,289,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,189,32000,12.1542,NA,4.536,2.707,NA,18,299,26.27271478,79.04,NA,21.06,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733309,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,33,308,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,182,33000,12.447,NA,4.473833333,2.8368,NA,17.66666667,287,24.65181785,70.96,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733310,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,36,334,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,181,32000,12.3508,NA,4.174166667,2.6606,NA,16.66666667,268.8,21.41338356,58.58,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733311,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,30,275,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,88,187,32000,14.2544,NA,4.732166667,2.7762,NA,18,501.8,23.90512242,119.84,NA,28.46,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733312,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,28,255,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,76,174,31000,12.5368,NA,4.517333333,2.7454,NA,17,319.4,26.65435039,83.82,NA,21.84,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733313,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,28,256,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,166,32000,12.6826,NA,4.5845,2.7776,NA,17.66666667,313.75,25.67603962,81.5,NA,23.78,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn;spill,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733314,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,37,348,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,183,33000,12.935,NA,4.4865,2.7848,NA,16.33333333,321.8,25.52232708,82.22,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733315,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,42,395,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,196,32000,12.5838,NA,4.557333333,2.8002,NA,18.33333333,325.8,22.14818976,73.06,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733316,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,42,394,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,113,191,33000,12.6822,NA,4.548666667,2.7364,NA,18,346,23.06533149,79.9,NA,23.64,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733317,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,38,356,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,91,191,32000,13.3158,NA,4.638166667,2.591,NA,17.33333333,438.2,23.45958539,101.84,NA,24.62,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733318,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,36,23,210,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,182,33000,11.8116,NA,4.336666667,2.7284,NA,17,224.2,24.10592681,55.04,NA,18.78,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733319,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,23,204,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,188,33000,12.7348,NA,4.598,2.746,NA,17.33333333,373.2,23.84291611,88.86,NA,20.64,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733320,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,22,194,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,106,195,32000,12.826,NA,4.509333333,2.6772,NA,17.66666667,347.8,25.81247381,90.54,NA,22.94,NA,NA,NA,NA,NA,NA,NA,NA,Bulk Inbred control;x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733321,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,32,18,155,UFMU-02421,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,147,32000,11.5164,NA,3.694333333,2.2906,NA,15.66666667,261.2,20.09847943,52.1,NA,12.12,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733322,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,20,173,UFMU-05595,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,149,32000,12.6372,NA,3.901833333,2.3702,NA,15.66666667,312,23.01931945,71.84,NA,15.78,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733323,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,20,178,UFMU-07581,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,76,162,32000,11.5102,NA,3.71,2.3546,NA,16.33333333,239,19.6776418,47.9,NA,14.08,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733324,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,31,20,176,UFMU-07868,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,147,31000,10.7662,NA,3.5655,2.0908,NA,13.66666667,198.4,21.5518275,42.94,NA,11.94,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733325,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,17,148,UFMU-08594,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,154,32000,12.8878,NA,3.6615,2.444,NA,15.33333333,217.2,24.59800433,54.9,NA,17.82,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733326,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,18,153,UFMU-08805,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,164,33000,12.998,NA,3.7652,2.4725,NA,14.8,248.5,24.5670842,60.55,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733327,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,34,15,128,UFMU-08808,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,60,163,32000,13.4068,NA,4.033166667,2.4276,NA,15.33333333,367.2,25.05887608,91.9,NA,16.04,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733328,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,27,16,140,UFMU-10402,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,78,158,32000,10.08,NA,3.6508,2.40825,NA,15.6,229,20.36288068,46.45,NA,11.075,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733329,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,29,17,143,UFMU-11445,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,84,133,32000,11.8295,NA,3.721333333,2.2815,NA,15.33333333,291.5,22.82961533,66.05,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733330,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,33,19,167,W22 R1-R,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,161,32000,11.33375,NA,3.4556,2.2395,NA,15.2,151.5,20.30249076,32.575,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733331,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,3,30,15,124,B73,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,107,188,32000,12.9074,NA,4.504,2.555,NA,16.66666667,355.6,25.54807446,91.56,NA,22.38,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,B73
23-C-1733332,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,32,66,235,33-16,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,197,33000,NA,NA,4.116,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,33.16
23-C-1733333,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,28,65,222,B73HTRHM,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,31000,16.0338,NA,4.653666667,2.6034,NA,18.33333333,NA,22.92320629,139.25,NA,21.76,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NA
23-C-1733334,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,30,80,377,NC358,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,155,33000,11.3508,NA,3.390333333,2.2802,NA,12,203,21.28733938,43.62,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC358
23-C-1733335,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,28,52,99,NC362,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,87,169,32000,10.40266667,NA,4.30675,2.538666667,NA,18,217.3333333,23.56185446,52.2,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,NC362
23-C-1733336,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,33,64,214,K4,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,33000,NA,NA,3.158,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,K4
23-C-1733337,2023,Crawfordsville,Crawfordsville,0,Medium,150,LC3520,7.5,NA,4,36,64,211,4226,5/4/2023,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,33000,15.4894,NA,4.221,2.3754,NA,15.66666667,479,22.58171164,108.7,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,10/2/2023,2023 Crawfordsville,2023 Crawfordsville Medium,NA,4226
